Transaction Amount,Payment Method,Product Category,Quantity,Customer Age,Device Used,Is Fraudulent,Account Age Days,Transaction Hour,Shipping Billing Same
414.94,debit card,clothing,2,29,desktop,0,20,14,1
89.1,bank transfer,health & beauty,2,34,desktop,0,138,5,1
39.31,credit card,clothing,3,22,desktop,0,269,18,1
52.61,credit card,toys & games,4,33,desktop,0,76,8,1
216.29,debit card,clothing,5,45,mobile,0,342,21,1
64.04,credit card,home & garden,1,39,desktop,0,46,2,1
113.82,debit card,clothing,1,50,desktop,0,262,4,1
437.88,bank transfer,home & garden,2,49,tablet,0,105,3,1
184.9,credit card,home & garden,2,16,tablet,0,15,16,1
64.83,PayPal,toys & games,5,29,desktop,0,187,8,1
114.28,credit card,health & beauty,3,28,desktop,0,209,3,1
70.41,PayPal,health & beauty,2,60,tablet,0,152,21,1
44.19,bank transfer,clothing,3,36,mobile,0,249,6,1
97.74,PayPal,clothing,4,57,tablet,0,252,15,0
115.97,bank transfer,clothing,5,32,tablet,0,36,20,1
14.84,credit card,electronics,4,41,desktop,0,250,22,1
152.52,credit card,health & beauty,2,47,mobile,0,285,20,1
109.4,bank transfer,clothing,4,57,desktop,0,78,19,1
98.52,PayPal,electronics,1,32,tablet,0,9,18,1
53.45,credit card,health & beauty,4,39,tablet,0,364,1,1
16.93,debit card,electronics,5,44,tablet,0,307,13,1
65.27,bank transfer,home & garden,5,29,mobile,0,261,11,1
86.58,credit card,electronics,5,50,mobile,0,64,21,1
43.55,bank transfer,electronics,4,41,desktop,0,318,1,1
482.16,bank transfer,health & beauty,4,31,desktop,0,27,12,1
146.45,bank transfer,health & beauty,2,32,mobile,0,146,1,1
64.73,bank transfer,clothing,3,36,tablet,0,355,4,1
232.48,credit card,clothing,5,37,tablet,0,267,23,0
186.23,bank transfer,health & beauty,1,26,mobile,0,135,18,1
132.78,credit card,clothing,2,47,mobile,0,193,11,1
79.53,credit card,health & beauty,2,41,mobile,0,348,5,1
197.93,bank transfer,electronics,3,40,desktop,0,55,1,1
462.3,PayPal,health & beauty,5,28,mobile,0,350,3,1
211.23,PayPal,electronics,4,43,mobile,0,156,1,1
142.52,debit card,electronics,4,42,desktop,0,71,4,1
86.71,debit card,toys & games,1,30,mobile,0,332,12,1
297.18,PayPal,electronics,5,39,tablet,0,224,13,1
726.76,PayPal,health & beauty,3,36,mobile,0,273,1,1
77.49,bank transfer,electronics,2,36,desktop,0,238,14,1
101.13,debit card,home & garden,5,34,desktop,0,227,5,1
36.64,debit card,electronics,4,32,desktop,0,359,18,1
322.03,debit card,home & garden,1,28,tablet,0,176,16,1
164.2,PayPal,health & beauty,1,53,desktop,0,12,11,1
67.89,debit card,health & beauty,1,40,desktop,0,100,11,1
83.04,debit card,toys & games,2,28,mobile,0,96,2,1
198.48,credit card,toys & games,5,30,tablet,0,96,6,1
180.02,PayPal,home & garden,4,49,tablet,0,148,5,1
121.25,debit card,toys & games,5,24,tablet,1,260,2,1
173.77,PayPal,health & beauty,2,44,desktop,0,72,8,1
99.26,credit card,electronics,4,35,mobile,0,210,20,1
19.08,PayPal,electronics,4,38,mobile,0,328,17,1
325.62,bank transfer,health & beauty,4,34,mobile,0,204,7,0
282.24,credit card,clothing,3,36,tablet,0,64,2,0
331.71,credit card,clothing,4,17,desktop,0,49,14,1
651.9,credit card,clothing,5,13,tablet,0,347,21,1
336.95,bank transfer,toys & games,2,36,mobile,0,123,8,1
12.43,debit card,clothing,5,53,desktop,0,279,22,1
102.8,PayPal,health & beauty,3,50,desktop,0,248,21,1
99.09,debit card,toys & games,1,31,mobile,0,30,5,1
156.82,credit card,clothing,2,30,tablet,0,98,5,1
505.0,debit card,home & garden,1,41,tablet,0,346,8,1
131.02,credit card,clothing,5,40,desktop,0,69,16,0
64.39,debit card,home & garden,4,31,desktop,0,32,3,1
269.39,debit card,toys & games,2,52,tablet,0,348,2,0
131.08,credit card,home & garden,1,9,tablet,0,160,7,1
118.52,debit card,electronics,4,47,desktop,0,145,5,1
145.39,credit card,toys & games,4,50,desktop,0,352,11,0
126.24,bank transfer,toys & games,4,39,desktop,0,32,19,1
538.4,bank transfer,electronics,3,34,tablet,0,311,9,1
280.65000000000003,PayPal,electronics,5,22,desktop,1,33,12,1
25.22,PayPal,home & garden,5,45,desktop,0,68,6,1
143.6,credit card,toys & games,3,24,tablet,0,157,19,1
154.4,bank transfer,toys & games,4,24,mobile,0,159,16,1
317.85,credit card,electronics,3,37,desktop,0,84,20,1
185.35,credit card,home & garden,5,54,tablet,0,32,11,1
261.46,debit card,home & garden,4,26,tablet,0,180,5,1
41.62,PayPal,electronics,1,20,desktop,0,130,2,1
910.56,PayPal,home & garden,1,29,tablet,0,320,1,0
73.88,debit card,electronics,1,23,desktop,0,330,0,1
115.64,debit card,electronics,4,51,tablet,0,226,16,1
635.34,credit card,home & garden,4,45,desktop,0,193,0,1
31.45,PayPal,home & garden,2,22,mobile,0,69,19,1
76.16,debit card,toys & games,2,27,mobile,0,134,2,1
129.29,credit card,toys & games,3,42,mobile,0,287,4,1
93.09,credit card,health & beauty,1,49,mobile,0,156,18,1
350.68,debit card,clothing,1,42,desktop,0,111,5,1
173.06,credit card,electronics,5,30,desktop,0,350,0,1
325.37,bank transfer,clothing,3,41,desktop,0,173,1,0
463.21,credit card,electronics,3,44,mobile,0,193,16,1
566.86,credit card,toys & games,4,37,mobile,0,354,2,1
744.16,debit card,health & beauty,5,39,mobile,0,23,17,1
249.99,credit card,health & beauty,2,29,desktop,0,130,23,1
781.75,credit card,clothing,5,40,desktop,1,99,7,1
46.32,debit card,clothing,4,29,mobile,0,51,13,1
163.27,PayPal,clothing,3,34,tablet,0,275,3,1
648.94,PayPal,electronics,5,29,mobile,0,165,9,1
185.31,credit card,home & garden,5,32,desktop,0,30,19,1
253.75,debit card,health & beauty,3,29,tablet,0,357,13,1
31.37,credit card,toys & games,1,42,desktop,0,58,19,1
56.06,credit card,electronics,3,26,desktop,0,305,15,1
45.92,debit card,clothing,2,29,tablet,0,329,18,1
341.0,PayPal,home & garden,5,26,desktop,0,170,6,1
682.49,bank transfer,clothing,1,23,desktop,1,27,21,1
110.15,bank transfer,clothing,1,25,tablet,0,173,4,1
19.82,bank transfer,health & beauty,4,17,mobile,0,49,0,0
140.72,PayPal,clothing,5,27,tablet,0,294,0,1
71.18,debit card,home & garden,1,28,tablet,0,142,9,1
128.43,bank transfer,home & garden,3,39,desktop,0,346,12,1
192.48,bank transfer,clothing,5,30,tablet,0,102,19,1
125.18,PayPal,health & beauty,2,27,desktop,0,140,3,1
668.25,debit card,electronics,5,31,desktop,1,17,1,1
94.93,debit card,clothing,4,28,mobile,0,21,13,1
107.81,bank transfer,health & beauty,4,37,desktop,0,293,2,1
161.38,PayPal,home & garden,4,37,tablet,0,77,0,1
87.43,bank transfer,home & garden,2,32,tablet,0,352,20,1
384.82,debit card,clothing,5,12,tablet,0,266,3,1
607.43,credit card,health & beauty,5,52,desktop,0,103,0,1
356.01,credit card,electronics,3,27,mobile,0,354,21,1
278.89,bank transfer,clothing,5,42,mobile,0,45,7,1
150.23,PayPal,electronics,4,4,mobile,0,7,10,1
504.49,debit card,home & garden,3,23,mobile,0,14,14,1
318.26,debit card,clothing,1,14,mobile,0,354,0,1
44.15,bank transfer,home & garden,5,38,tablet,0,159,13,1
909.13,credit card,electronics,4,23,mobile,0,50,14,1
143.94,bank transfer,health & beauty,4,49,desktop,0,146,8,1
297.05,debit card,toys & games,5,59,mobile,0,358,22,1
159.4,credit card,clothing,2,37,mobile,0,235,7,1
209.49,bank transfer,clothing,3,26,desktop,0,110,0,1
129.05,debit card,home & garden,2,41,tablet,0,110,9,1
135.63,PayPal,clothing,1,39,desktop,0,66,12,1
191.4,bank transfer,health & beauty,3,32,tablet,0,9,8,1
137.48,PayPal,clothing,1,42,mobile,0,132,1,1
246.95,bank transfer,health & beauty,3,46,desktop,0,309,2,0
128.29,bank transfer,home & garden,4,36,mobile,0,225,14,1
129.46,bank transfer,health & beauty,3,44,mobile,0,155,14,1
135.76,PayPal,health & beauty,5,23,tablet,1,22,0,1
40.21,PayPal,health & beauty,5,38,tablet,0,21,1,1
179.79,credit card,home & garden,3,49,mobile,0,344,23,1
89.57,credit card,electronics,4,42,tablet,0,236,11,1
893.44,debit card,home & garden,1,29,mobile,0,355,21,1
13.39,bank transfer,toys & games,5,36,mobile,1,237,18,1
50.42,PayPal,health & beauty,4,27,tablet,0,205,7,1
332.66,credit card,health & beauty,2,19,mobile,0,62,18,1
49.56,PayPal,health & beauty,1,32,mobile,0,279,9,1
173.39,PayPal,home & garden,2,47,mobile,0,365,6,1
275.63,debit card,clothing,2,52,desktop,0,145,23,1
3694.05,credit card,toys & games,4,49,tablet,1,6,4,1
160.78,debit card,electronics,2,31,tablet,0,203,20,1
139.98,bank transfer,clothing,3,35,tablet,0,113,21,1
148.79,debit card,clothing,5,50,mobile,0,199,20,1
493.63,credit card,home & garden,1,34,desktop,0,239,0,1
53.54,credit card,home & garden,5,26,mobile,0,203,20,1
11.23,bank transfer,clothing,1,20,mobile,0,50,0,1
51.31,credit card,toys & games,5,54,desktop,0,192,10,1
118.36,bank transfer,electronics,2,37,mobile,0,264,4,1
16.05,bank transfer,clothing,4,49,desktop,0,61,15,1
142.41,debit card,health & beauty,4,22,desktop,0,34,16,1
49.42,credit card,electronics,4,30,mobile,0,133,21,1
34.43,PayPal,home & garden,2,49,desktop,0,234,12,1
362.66,debit card,home & garden,2,19,desktop,0,35,22,1
200.34,credit card,home & garden,2,39,desktop,0,214,2,1
22.08,bank transfer,toys & games,4,30,mobile,0,302,7,1
294.89,PayPal,toys & games,4,18,mobile,0,327,22,1
391.48,credit card,toys & games,1,42,tablet,0,95,2,0
310.69,credit card,electronics,3,48,desktop,0,184,15,1
348.05,PayPal,health & beauty,4,34,mobile,1,4,3,1
160.14,bank transfer,health & beauty,3,44,tablet,0,34,11,1
551.43,PayPal,electronics,3,57,desktop,0,77,20,1
154.15,PayPal,toys & games,5,43,desktop,1,60,21,0
97.92,debit card,electronics,2,42,tablet,0,55,6,1
133.74,bank transfer,home & garden,5,28,desktop,0,13,14,0
309.88,debit card,electronics,2,45,desktop,1,2,15,1
208.26,credit card,health & beauty,4,41,tablet,0,84,1,1
154.58,bank transfer,health & beauty,4,39,mobile,0,230,18,1
167.86,debit card,clothing,3,35,mobile,0,343,23,1
204.27,PayPal,toys & games,5,41,mobile,0,126,8,1
192.95,credit card,clothing,5,57,mobile,0,218,21,1
1191.52,PayPal,health & beauty,3,29,tablet,0,66,13,1
209.12,bank transfer,home & garden,2,18,mobile,0,348,16,0
172.93,PayPal,home & garden,4,21,tablet,0,61,23,1
88.43,bank transfer,home & garden,4,35,desktop,0,40,0,1
428.93,PayPal,home & garden,5,40,desktop,0,83,5,1
143.61,debit card,electronics,2,19,desktop,0,28,2,1
721.1,bank transfer,clothing,4,37,mobile,0,340,22,1
481.67,credit card,home & garden,2,40,desktop,1,3,18,1
36.61,debit card,clothing,1,49,tablet,0,234,2,0
616.94,credit card,health & beauty,4,32,desktop,0,303,20,1
481.05,debit card,home & garden,3,38,tablet,0,308,9,1
77.13,PayPal,clothing,4,33,desktop,1,24,7,1
38.82,debit card,clothing,4,38,mobile,0,59,9,1
30.46,credit card,clothing,3,40,tablet,0,50,21,1
147.67,PayPal,clothing,2,40,mobile,0,32,7,1
104.38,debit card,electronics,2,24,tablet,0,143,9,1
230.95,PayPal,health & beauty,3,44,desktop,0,322,4,1
315.68,debit card,health & beauty,2,27,mobile,0,28,6,1
142.33,debit card,electronics,2,37,desktop,0,103,10,1
94.16,PayPal,health & beauty,2,24,tablet,0,108,22,1
106.17,bank transfer,home & garden,5,26,tablet,0,325,7,1
66.37,credit card,health & beauty,1,18,mobile,0,330,16,1
342.15,debit card,home & garden,5,31,tablet,0,246,16,1
99.93,bank transfer,clothing,2,29,tablet,0,263,8,1
164.97,PayPal,home & garden,1,41,mobile,0,95,18,1
204.81,bank transfer,toys & games,5,31,desktop,0,98,1,1
636.38,PayPal,electronics,3,33,mobile,0,153,1,1
234.57,bank transfer,toys & games,1,22,mobile,0,239,17,1
59.99,bank transfer,clothing,1,36,mobile,0,190,2,0
58.17,PayPal,clothing,4,31,desktop,0,265,17,1
66.49,bank transfer,clothing,4,44,tablet,0,262,5,1
184.02,credit card,electronics,3,38,mobile,0,159,7,1
162.4,credit card,home & garden,5,30,mobile,0,104,2,1
52.82,bank transfer,electronics,4,21,desktop,0,306,13,1
608.3,credit card,home & garden,2,45,desktop,0,277,4,1
216.86,debit card,electronics,3,21,mobile,0,303,15,1
106.4,debit card,health & beauty,1,34,tablet,0,361,12,1
314.09,debit card,home & garden,3,31,mobile,0,214,14,1
335.22,PayPal,toys & games,3,46,tablet,0,296,7,0
42.93,debit card,electronics,4,45,tablet,0,250,20,0
196.08,debit card,home & garden,3,34,tablet,0,335,23,1
246.82,bank transfer,health & beauty,4,41,desktop,0,352,5,1
295.42,debit card,health & beauty,1,29,mobile,0,324,13,1
42.97,debit card,electronics,5,31,desktop,0,29,21,1
185.86,credit card,home & garden,2,37,tablet,0,233,23,1
293.27,bank transfer,toys & games,3,49,desktop,0,259,16,1
29.89,debit card,home & garden,2,34,tablet,0,224,14,1
532.65,debit card,electronics,4,35,tablet,0,225,17,1
229.05,debit card,health & beauty,5,37,tablet,0,345,7,1
198.29,credit card,electronics,3,31,desktop,0,126,16,1
331.79,debit card,home & garden,2,29,tablet,0,222,6,1
55.84,PayPal,clothing,3,21,mobile,0,117,13,1
229.62,debit card,toys & games,5,41,tablet,0,249,5,1
67.62,PayPal,toys & games,3,26,desktop,0,205,16,1
222.42,PayPal,clothing,3,33,mobile,0,228,19,1
189.67,credit card,electronics,3,40,mobile,0,48,12,1
656.73,debit card,toys & games,2,44,desktop,0,44,19,1
276.2,debit card,toys & games,3,39,desktop,0,320,15,1
60.89,debit card,electronics,1,30,desktop,0,252,14,1
102.63,PayPal,electronics,2,46,desktop,0,15,6,0
488.58,credit card,home & garden,4,24,tablet,0,48,20,0
25.54,bank transfer,home & garden,5,32,desktop,0,191,3,1
81.85,PayPal,health & beauty,2,36,mobile,0,320,10,1
231.86,credit card,clothing,5,43,mobile,0,298,9,1
169.34,credit card,health & beauty,1,35,tablet,0,279,5,1
134.13,PayPal,home & garden,1,37,mobile,0,109,18,1
784.97,PayPal,electronics,2,39,mobile,0,262,13,1
199.78,PayPal,electronics,2,41,tablet,0,362,17,0
79.53,bank transfer,toys & games,4,21,desktop,0,50,15,1
511.46,debit card,health & beauty,5,48,desktop,0,134,17,1
20.7,PayPal,home & garden,4,26,tablet,0,56,20,1
86.5,debit card,health & beauty,2,33,tablet,0,82,1,1
224.53,credit card,toys & games,3,28,desktop,0,254,2,1
247.79,PayPal,clothing,1,20,mobile,0,349,9,1
150.91,PayPal,health & beauty,1,23,desktop,1,22,4,1
130.74,debit card,toys & games,1,42,desktop,0,274,20,1
160.25,PayPal,electronics,3,9,tablet,0,155,20,1
120.78,bank transfer,home & garden,2,49,mobile,0,18,16,1
167.47,PayPal,electronics,5,18,mobile,0,80,10,1
235.22,credit card,clothing,2,42,mobile,0,26,6,1
20.81,bank transfer,clothing,2,22,tablet,0,225,16,1
17.7,PayPal,toys & games,4,35,mobile,0,35,13,0
657.44,debit card,home & garden,3,10,tablet,0,119,13,1
19.3,credit card,electronics,5,26,tablet,1,356,6,1
56.18,PayPal,toys & games,4,28,desktop,0,74,13,1
140.11,debit card,clothing,5,33,desktop,0,154,7,1
314.73,debit card,electronics,5,32,tablet,0,116,13,1
813.9,credit card,health & beauty,1,39,desktop,0,188,2,1
709.5,bank transfer,toys & games,4,14,mobile,0,194,9,1
14.74,debit card,electronics,5,47,mobile,0,157,8,1
117.71,bank transfer,toys & games,2,38,desktop,0,318,22,1
351.99,PayPal,clothing,2,32,mobile,0,269,23,1
347.65,debit card,home & garden,5,38,tablet,0,75,22,1
58.56,credit card,electronics,4,33,mobile,0,9,17,0
346.25,credit card,health & beauty,5,42,mobile,0,52,18,1
198.35,PayPal,health & beauty,5,41,desktop,0,131,18,1
127.12,PayPal,clothing,4,20,mobile,0,29,16,1
272.91,bank transfer,clothing,1,28,mobile,0,240,22,1
87.59,PayPal,home & garden,5,43,mobile,0,92,6,1
109.41,PayPal,health & beauty,1,21,mobile,0,227,16,1
118.99,bank transfer,health & beauty,5,44,tablet,0,167,4,1
205.29,credit card,toys & games,1,34,mobile,0,190,16,1
171.8,bank transfer,health & beauty,2,31,mobile,1,6,14,1
250.51,bank transfer,electronics,5,28,desktop,1,9,2,1
295.67,debit card,electronics,4,28,mobile,0,346,16,1
237.21,debit card,health & beauty,5,37,tablet,0,334,13,1
1261.47,bank transfer,toys & games,2,28,tablet,0,109,5,1
148.09,PayPal,health & beauty,5,26,mobile,0,15,17,1
245.84,debit card,home & garden,3,18,desktop,0,197,18,1
813.55,PayPal,home & garden,2,41,mobile,0,337,6,1
144.35,debit card,health & beauty,2,31,tablet,1,5,5,1
109.29,credit card,home & garden,2,27,tablet,0,281,8,1
147.02,bank transfer,toys & games,3,26,mobile,0,321,4,1
113.01,credit card,health & beauty,1,43,tablet,0,105,12,1
79.55,debit card,health & beauty,4,21,tablet,0,210,13,1
32.71,debit card,electronics,4,24,desktop,0,153,13,1
70.82,credit card,health & beauty,4,33,desktop,0,248,15,1
275.32,bank transfer,clothing,5,36,desktop,0,2,17,1
375.05,PayPal,toys & games,4,28,desktop,0,72,13,1
319.65,debit card,toys & games,2,34,desktop,0,8,22,0
231.11,debit card,clothing,1,27,mobile,0,280,4,1
38.92,PayPal,home & garden,1,16,desktop,0,288,3,1
38.12,PayPal,electronics,4,35,desktop,0,83,20,1
856.81,bank transfer,health & beauty,4,43,tablet,1,214,23,1
175.23,credit card,toys & games,1,41,desktop,0,353,16,1
115.97,credit card,health & beauty,3,43,tablet,0,11,3,0
180.34,bank transfer,clothing,4,52,mobile,0,58,9,1
772.95,credit card,toys & games,2,43,desktop,0,330,9,1
304.44,PayPal,home & garden,4,32,mobile,0,304,4,1
61.93,PayPal,electronics,5,45,tablet,0,75,2,1
54.81,credit card,electronics,5,30,desktop,0,103,21,1
133.51,PayPal,electronics,5,30,tablet,0,161,15,1
715.09,debit card,electronics,5,21,tablet,0,158,21,1
63.84,debit card,clothing,1,50,tablet,0,365,8,1
333.87,PayPal,clothing,1,35,mobile,0,214,19,1
62.8,PayPal,home & garden,3,46,desktop,0,35,10,1
180.75,bank transfer,clothing,4,38,mobile,0,336,9,1
43.83,bank transfer,health & beauty,5,16,tablet,0,82,11,1
799.75,bank transfer,clothing,1,38,tablet,1,254,2,1
31.62,credit card,electronics,5,19,desktop,0,352,23,1
182.77,debit card,electronics,5,11,tablet,0,120,9,1
97.43,PayPal,toys & games,4,32,desktop,0,305,12,1
237.49,credit card,home & garden,2,29,tablet,0,129,8,1
296.11,credit card,clothing,3,25,desktop,0,152,9,1
242.78,bank transfer,electronics,4,31,tablet,0,10,14,1
213.25,PayPal,clothing,4,47,desktop,0,260,18,1
92.3,bank transfer,electronics,1,22,desktop,0,20,3,1
138.67,PayPal,electronics,2,47,desktop,0,15,22,1
631.92,bank transfer,home & garden,2,50,tablet,0,2,17,0
26.74,credit card,clothing,1,53,desktop,0,30,13,1
36.08,bank transfer,health & beauty,1,36,mobile,0,142,1,1
13.53,credit card,health & beauty,4,37,tablet,0,89,12,1
517.14,credit card,toys & games,3,32,mobile,0,129,3,1
42.8,credit card,home & garden,5,15,tablet,0,162,5,1
341.55,debit card,home & garden,1,25,mobile,0,196,23,1
135.92,PayPal,health & beauty,5,36,desktop,0,137,17,1
10.05,credit card,electronics,3,51,tablet,0,38,7,1
135.79,PayPal,toys & games,4,37,desktop,0,312,16,0
155.1,bank transfer,electronics,5,52,desktop,0,48,1,1
731.7,bank transfer,clothing,5,34,tablet,1,300,2,1
40.37,PayPal,health & beauty,5,43,mobile,0,361,7,1
280.89,PayPal,electronics,1,30,mobile,0,100,19,1
161.7,bank transfer,electronics,2,32,desktop,0,210,12,1
262.25,credit card,clothing,1,28,desktop,0,133,7,1
99.06,bank transfer,clothing,2,31,tablet,0,84,19,1
475.14,credit card,health & beauty,3,33,mobile,0,262,0,1
154.19,credit card,home & garden,1,29,tablet,0,131,21,1
553.98,debit card,home & garden,4,33,tablet,0,221,16,1
152.21,PayPal,toys & games,2,44,tablet,0,235,13,1
39.27,bank transfer,home & garden,4,39,mobile,0,229,2,1
363.48,debit card,electronics,3,42,desktop,0,66,4,1
27.65,PayPal,electronics,4,43,tablet,0,350,14,1
262.05,bank transfer,clothing,2,28,mobile,0,302,4,1
375.26,bank transfer,electronics,1,46,mobile,0,257,0,1
128.26,debit card,home & garden,3,30,mobile,0,174,16,0
422.59,PayPal,home & garden,5,44,desktop,0,351,23,0
11.07,credit card,health & beauty,1,34,mobile,0,135,20,1
558.53,credit card,electronics,1,39,desktop,0,99,3,1
53.6,debit card,toys & games,4,48,tablet,0,152,6,1
687.21,PayPal,home & garden,4,40,desktop,0,209,6,1
84.75,debit card,toys & games,5,20,mobile,0,97,23,1
302.91,bank transfer,home & garden,2,48,mobile,0,74,2,1
115.98,bank transfer,toys & games,3,37,tablet,0,176,5,1
118.81,debit card,toys & games,4,30,tablet,0,142,23,0
188.37,credit card,home & garden,1,29,mobile,0,48,13,1
379.59,bank transfer,toys & games,1,36,tablet,0,56,13,0
142.55,PayPal,toys & games,2,39,mobile,0,77,11,1
